Unique ID,Product Code,Subproduct Code,Product Name,Description,materials,Size (imp),Size (met),Power,Trade Price,RRP,Category,Range,ImageName,ThumbImageURL,ViewImageURL,Hi-Res URL,Stock,StockLevel,MPN,Manufacturer,IsMan,IsWoman,IsLingerie,IsCouples,IsFetish,IsGayMale,IsGayFemale
N0507,N0507,,Jump Start Foot Pump 1,"So you've bought yourself a doll, unwrapped it, and now you're sitting looking at the box wondering how long it's going to take you to blow the thing up - well, the answer is, not long!

With the Jump Start pump, you can inflate, and when you've finished and want to pack your doll away, just reverse it and deflate just as fast - leaving you more time to concentrate on having fun with your toy.",plastic,na,na,None Required,3.12,10.49,Female,Sex Dolls,n0507-inflatable_pump,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0507-inflatable_pump.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0507-inflatable_pump.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0507-inflatable_pump.jpg,In Stock,72,HB103-PBG,Seven Creations,-1,-1,0,-1,-1,-1,-1
N0508,N0508,,Carla Doll,"Darker have done us proud again with Carla, a girl who will certainly give you value for money!


Despite being in the budget doll rangem she has features that you would generally only get on a much more expensive doll - a realistic moulded face with makeup and soft, full red lips - flowing hair complete with pigtails, generous, firm breasts, and a realisic vagina and anus for your delectation.


On top of all this, she has multi-speed vibrating parts - just as if you needed any encouragement!

<center><b>For hygiene and comfort we recommend that a lubricant and condoms are used with this product.</b></center>",vinyl,life size,life size,AA size batteries x 2,13.11,34.99,Female,Sex Dolls,n0508-carla_doll_wo,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0508-carla_doll_wo.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0508-carla_doll_wo.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0508-carla_doll_wo.jpg,In Stock,3,DK135,Aries Ram,-1,0,0,0,0,0,0
N0511,N0511,,Teenage Doll,"Not everyone gets to deflower a virgin, but this beautiful teenage doll is the next best thing! 
 Lolita is only just legal, and she's looking for a big, experienced guy like you to pop her cherry - don't let her down!

With a realistic painted face, hair, and three inviting orifices, Lolita can be yours today!


 <center><b>For hygiene and comfort we recommend that a lubricant and condoms are used with this product.</b></center>",vinyl,life size,life size,None Required,7.5,18.99,Female,Sex Dolls,n0511-teenage_lolita_doll_wo,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0511-teenage_lolita_doll_wo.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0511-teenage_lolita_doll_wo.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0511-teenage_lolita_doll_wo.jpg,Out of Stock,0,3000000924,Seven Creations,-1,0,0,0,0,0,0
N0517,N0517,,Expandable Butt Plug,"Once only available through underground gay and kink shops, we thought that this was such an ingenious design we should make it available to everyone!

Simply insert the soft, latex plug in its' uninflated state and then use the hand pump bulb to gently inflate to the desired size! This sensation of the plug swelling within you is unique and orgasmic.

Perfect for those who like to experience anal pursuits but don't enjoy actually inserting the larger toys, this is also fun for couples.",latex rubber,5&quot; x 1.5&quot;,130mm x 40mm,AA size batteries x 2,6.66,15.99,Butt Plugs,Anal Toys,n0517-expandable_butt_plug,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0517-expandable_butt_plug.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0517-expandable_butt_plug.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0517-expandable_butt_plug.jpg,In Stock,63,7199PM-BX,Seven Creations,-1,-1,0,-1,-1,-1,-1
N0528,N0528,,Penis Enlarger,"Bodybuilding for your penis!

Our best value penis pump, simply lube up, slip the eight inch tube over your old man, and use the hand pump to create a strong vacuum which will draw blood to the penis and create a massive erection!

Whether you then use a cock ring to keep the erection and use it for fun stuff, or keep the pump on for twenty minutes or so to increase the size, is up to you!",plastic/latex rubber,7.5&quot; x 2&quot;,200mm x 51mm,None Required,4.68,13.99,Penis Pumps,Toys For Him,n0528-penis_enlarger,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0528-penis_enlarger.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0528-penis_enlarger.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0528-penis_enlarger.jpg,In Stock,45,310RD-BX,Seven Creations,-1,0,0,0,0,-1,0
N0533,N0533,,Rabbit Pearl Vibrator,"If you've been watching &quot;Sex and the City&quot; or any of a number of daytime shows ringing the praises of the Rabbit vibe, and then you've looked around the internet and been flabberghasted by how many different variations there are, allow us to recommend the Rabbit Pearl.

At a price to suit any pocket, this basic Rabbit vibe contains all of the features of much more expensive vibrators, and can be yours to take home at a fraction of the price!

The realistic jelly shaft rotates, probing softly into your intimate regions; the pearlised balls squirm around, giving a sensation you'll never have experienced before, and the little bunny clitoral stimulator buzzes happily away, tickling and teasing with his soft jelly ears.

This model also features a remote handset on a long wire, so you can control your vibration functions without having to fiddle around!

Perfect for the beginner, or as a present to a friend!",non-toxic vinyl rubber,7.5&quot; x 1.5&quot;,185mm x 35mm,C size batteries x 3,9.7,18.99,Rabbit Vibrators,Vibrators,n0533-rabbit_pearl,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0533-rabbit_pearl.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0533-rabbit_pearl.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0533-rabbit_pearl.jpg,In Stock,54,9226RP-BX,Seven Creations,0,-1,0,-1,0,0,-1
N0534,N0534,,Real Feel Vibrator,"The Real Feel vibrator - just like having a boyfriend - except you can pop him in the cupboard when you're finished!

Made of soft, tactile rubber and lovingly sculpted and hand painted to resemble the real thing right down to the hot pink tip just begging to be pounded, this nine inch vibe has a classic &quot;twist and go&quot; style base to control the multi-speed vibrations.

",non-toxic vinyl rubber,9&quot; x 1.5&quot;,225mm x 40mm,AA size batteries x 2,6.66,17.99,Realistic,Vibrators,n0534-real_feel_vibrator,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0534-real_feel_vibrator.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0534-real_feel_vibrator.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0534-real_feel_vibrator.jpg,Out of Stock,0,37078,Aries Ram,0,-1,0,0,0,-1,0
N0606,N0606,,Doc Johnson Juli Ashton's Anal Teaser Tool,"This 8 anal teaser, designed to Juli Ashtonﾒs exacting specifications, is the top of the rectal range.

Manufactured to the highest standards from a non-toxic vinyl rubber jelly for your comfort, the inventor claims that this dildo consistently gives stronger, more intense orgasms.

With the deep, rounded ridges and soft, flexible tip, this toy will probe the peaks of your pleasure! When withdrawn quickly at the point of orgasm, the beads act to extend and enhance the experience, submersing you in waves of anal bliss. 
",PVC,8&quot; x 0.75&quot; - 1.5&quot;,200mm x 15mm - 40mm,None Required,7.08,17.99,Anal Dildos,Anal Toys,n0606-julie_ashtons_anal_teaser,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0606-julie_ashtons_anal_teaser.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0606-julie_ashtons_anal_teaser.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0606-julie_ashtons_anal_teaser.jpg,In Stock,3,5400-03-CD,Doc Johnson,-1,-1,0,-1,-1,0,-1
N0607 NS0205,N0607,NS0205,Funky Bondage Tape - wicked red,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,36,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS0206,N0607,NS0206,Funky Bondage Tape - black,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,52,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS0208,N0607,NS0208,Funky Bondage Tape - shocking pink,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,13,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS0685,N0607,NS0685,Funky Bondage Tape - purple,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,14,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS0686,N0607,NS0686,Funky Bondage Tape - white,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,12,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS2928,N0607,NS2928,Funky Bondage Tape - yellow,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,9,,Other,-1,-1,0,-1,-1,-1,-1
